UID         PID   PPID  C STIME TTY          TIME CMD
lowenk    63420  63412  0 Jan19 ?        00:00:00 sshd: lowenk@pts/15
lowenk    63421  63420  0 Jan19 pts/15   00:00:00 -bash
root      70256      2  0 Jan19 ?        00:00:00 [kworker/25:0]
root      73004      2  0 Jan19 ?        00:00:00 [kworker/10:1]
root      75234      2  0 Jan19 ?        00:00:00 [kworker/40:1]
root      75235      2  0 Jan19 ?        00:00:00 [kworker/16:0]
root      75236      2  0 Jan19 ?        00:00:00 [kworker/20:0]
root      75244      2  0 Jan19 ?        00:00:00 [kworker/24:2]
root      75304      2  0 Jan19 ?        00:00:00 [kworker/22:2]
root      75319      2  0 Jan19 ?        00:00:00 [kworker/38:2]
root      78126      2  0  2020 ?        00:00:00 [kworker/35:1H]
root      78362      2  0  2020 ?        00:00:00 [kworker/39:1H]
root      84994   1690  0 Jan19 ?        00:00:00 sshd: klu [priv]
klu       85026  84994  0 Jan19 ?        00:00:05 sshd: klu@pts/7
klu       85027  85026  0 Jan19 pts/7    00:00:01 -bash
root      85554   1690  0 Jan19 ?        00:00:00 sshd: danijj89 [priv]
danijj89  85589  85554  0 Jan19 ?        00:00:39 sshd: danijj89@pts/14
danijj89  85590  85589  0 Jan19 pts/14   00:00:00 -bash
root      90451      2  0 Jan19 ?        00:00:00 [kworker/26:1]
root      90453      2  0 Jan19 ?        00:00:00 [kworker/8:2]
root      90455      2  0 Jan19 ?        00:00:00 [kworker/40:0]
root      90458      2  0 Jan19 ?        00:00:00 [kworker/12:2]
root      90460      2  0 Jan19 ?        00:00:00 [kworker/30:1]
root      90461      2  0 Jan19 ?        00:00:00 [kworker/28:2]
root      90462      2  0 Jan19 ?        00:00:00 [kworker/4:2]
root      96230      2  0 Jan19 ?        00:00:00 [kworker/43:2]
root      98459   1690  0 Jan19 ?        00:00:00 sshd: nasiebadi [priv]
nasieba+  98617  98459  0 Jan19 ?        00:00:00 sshd: nasiebadi@pts/11
nasieba+  98618  98617  0 Jan19 pts/11   00:00:00 -bash
root      99366      2  0 Jan19 ?        00:00:00 [kworker/2:0]
root     101471      2  0 Jan19 ?        00:00:00 [kworker/45:2]
root     102011      2  0 Jan19 ?        00:00:00 [kworker/32:1]
root     102315      2  0 Jan19 ?        00:00:00 [kworker/15:1]
root     104145      2  0 Jan19 ?        00:00:00 [kworker/36:2]
root     105617   1690  0 Jan19 ?        00:00:00 sshd: ianyip [priv]
ianyip   105635 105617  0 Jan19 ?        00:00:00 sshd: ianyip@pts/21
ianyip   105639 105635  0 Jan19 pts/21   00:00:00 -bash
root     109279      2  0 Jan19 ?        00:00:00 [kworker/6:2]
root     109491   1690  0 Jan19 ?        00:00:00 sshd: gusunny29 [priv]
gusunny+ 109520 109491  0 Jan19 ?        00:00:00 sshd: gusunny29@pts/24
gusunny+ 109521 109520  0 Jan19 pts/24   00:00:00 -bash
root     111254   1690  0 Jan19 ?        00:00:00 sshd: eanmcdonald [priv]
eanmcdo+ 111273 111254  0 Jan19 ?        00:00:00 sshd: eanmcdonald@pts/2
eanmcdo+ 111277 111273  0 Jan19 pts/2    00:00:00 -bash
root     112731      2  0 Jan19 ?        00:00:00 [kworker/10:2]
root     114016      2  0 Jan19 ?        00:00:00 [kworker/34:0]
root     116619      2  0 Jan19 ?        00:00:00 [kworker/11:1]
root     117594      2  0 Jan19 ?        00:00:00 [kworker/16:1]
apbeck   117624  51969  0 Jan19 pts/10   00:00:00 vim client.py
root     118046      2  0  2020 ?        00:00:00 [kworker/43:1H]
root     118435   1690  0 Jan19 ?        00:00:00 sshd: nnaim36 [priv]
nnaim36  118668 118435  0 Jan19 ?        00:00:00 sshd: nnaim36@pts/8
nnaim36  118669 118668  0 Jan19 pts/8    00:00:00 -bash
root     120826   1690  0 Jan19 ?        00:00:00 sshd: 4erikw [priv]
4erikw   120842 120826  0 Jan19 ?        00:00:01 sshd: 4erikw@pts/19
4erikw   120843 120842  0 Jan19 pts/19   00:00:00 -bash
4erikw   120965 120843  0 Jan19 pts/19   00:00:01 ssh vdi-linux-031.ccs.neu.edu
root     121594   1690  0 Jan19 ?        00:00:00 sshd: guoqi [priv]
guoqi    121973 121594  0 Jan19 ?        00:00:00 sshd: guoqi@pts/32
guoqi    122013 121973  0 Jan19 pts/32   00:00:00 -bash
root     123482      2  0 Jan19 ?        00:00:00 [kworker/27:2]
root     123484      2  0 Jan19 ?        00:00:00 [kworker/1:2]
root     123490      2  0 Jan19 ?        00:00:01 [kworker/13:2]
root     125511   1690  0 Jan19 ?        00:00:00 sshd: zappam [priv]
zappam   125515 125511  0 Jan19 ?        00:00:00 sshd: zappam@pts/9
zappam   125516 125515  0 Jan19 pts/9    00:00:00 /bin/sh
root     126232      2  0 Jan19 ?        00:00:00 [kworker/17:2]
root     126704      2  0 Jan19 ?        00:00:00 [kworker/37:2]
root     127542   1690  0 Jan19 ?        00:00:00 sshd: benwalls [priv]
benwalls 127549 127542  0 Jan19 ?        00:00:00 sshd: benwalls@notty
benwalls 127550 127549  0 Jan19 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     127667   1690  0 Jan19 ?        00:00:00 sshd: benwalls [priv]
benwalls 127674 127667  0 Jan19 ?        00:00:00 sshd: benwalls@pts/17
benwalls 127675 127674  0 Jan19 pts/17   00:00:00 -bash
root     130122      2  0 Jan19 ?        00:00:00 [kworker/36:1]
root     132353   1690  0 Jan19 ?        00:00:00 sshd: benwalls [priv]
benwalls 132362 132353  0 Jan19 ?        00:00:00 sshd: benwalls@pts/20
benwalls 132363 132362  0 Jan19 pts/20   00:00:00 -bash
root     132725      2  0 Jan19 ?        00:00:00 [kworker/5:1]
root     135283      2  0 Jan19 ?        00:00:00 [kworker/13:0]
root     135695      2  0 Jan19 ?        00:00:01 [kworker/21:2]
root     135696      2  0 Jan19 ?        00:00:00 [kworker/45:0]
root     135697      2  0 Jan19 ?        00:00:00 [kworker/41:1]
root     135698      2  0 Jan19 ?        00:00:00 [kworker/17:0]
root     135700      2  0 Jan19 ?        00:00:00 [kworker/37:1]
root     135702      2  0 Jan19 ?        00:00:00 [kworker/7:0]
root     135703      2  0 Jan19 ?        00:00:00 [kworker/0:1]
root     135706      2  0 Jan19 ?        00:00:00 [kworker/3:0]
root     135707      2  0 Jan19 ?        00:00:00 [kworker/43:1]
root     135708      2  0 Jan19 ?        00:00:00 [kworker/33:0]
root     135713      2  0 Jan19 ?        00:00:00 [kworker/11:0]
root     135714      2  0 Jan19 ?        00:00:00 [kworker/35:0]
root     135715      2  0 Jan19 ?        00:00:00 [kworker/47:1]
root     135716      2  0 Jan19 ?        00:00:00 [kworker/23:2]
root     135738      2  0 Jan19 ?        00:00:00 [kworker/29:1]
root     135739      2  0 Jan19 ?        00:00:00 [kworker/39:2]
root     135740      2  0 Jan19 ?        00:00:00 [kworker/15:0]
root     135745      2  0 Jan19 ?        00:00:01 [kworker/1:1]
root     135747      2  0 Jan19 ?        00:00:00 [kworker/19:2]
root     135753      2  0 Jan19 ?        00:00:00 [kworker/25:2]
root     136161   1690  0 Jan19 ?        00:00:00 sshd: dustinyang [priv]
dustiny+ 136171 136161  0 Jan19 ?        00:00:00 sshd: dustinyang@pts/31
dustiny+ 136174 136171  0 Jan19 pts/31   00:00:00 -bash
root     136842      2  0 00:01 ?        00:00:00 [kworker/14:2]
root     137124      2  0 00:02 ?        00:00:00 [kworker/34:1]
root     137126      2  0 00:02 ?        00:00:00 [kworker/23:0]
root     137156      2  0 00:03 ?        00:00:00 [kworker/6:1]
root     137681   1690  0 00:06 ?        00:00:00 sshd: qyanzhao [priv]
qyanzhao 137785 137681  0 00:06 ?        00:00:00 sshd: qyanzhao@pts/34
qyanzhao 137786 137785  0 00:06 pts/34   00:00:00 -bash
root     138580      2  0 00:11 ?        00:00:00 [kworker/4:0]
root     138966      2  0 00:14 ?        00:00:00 [kworker/30:0]
dustiny+ 139443 136174  0 00:17 pts/31   00:00:00 vim client.py
root     139704   1690  0 00:19 ?        00:00:00 sshd: jning008 [priv]
jning008 139727 139704  0 00:19 ?        00:00:00 sshd: jning008@pts/3
jning008 139728 139727  0 00:19 pts/3    00:00:00 -bash
apbeck   140252  51969  0 00:22 pts/10   00:00:00 vim client.py
root     140783   1690  0 Jan12 ?        00:00:00 sshd: jdenman [priv]
jdenman  140796 140783  0 Jan12 ?        00:00:02 sshd: jdenman@pts/12
jdenman  140797 140796  0 Jan12 pts/12   00:00:00 -bash
root     141227      2  0 00:27 ?        00:00:00 [kworker/12:0]
root     142523      2  0 00:33 ?        00:00:00 [kworker/14:1]
root     142657      2  0 00:34 ?        00:00:00 [kworker/8:1]
root     145478   1690  0 01:03 ?        00:00:00 sshd: harshitagoyal [priv]
root     145552      2  0 01:04 ?        00:00:00 [kworker/7:2]
root     145554      2  0 01:04 ?        00:00:00 [kworker/19:0]
harshit+ 145563 145478  0 01:04 ?        00:00:00 sshd: harshitagoyal@pts/13
harshit+ 145564 145563  0 01:04 pts/13   00:00:00 -bash
root     145971      2  0 01:11 ?        00:00:00 [kworker/21:0]
root     146354   1690  0 01:17 ?        00:00:00 sshd: teresewang [priv]
root     146386      2  0 01:17 ?        00:00:00 [kworker/31:0]
teresew+ 146398 146354  0 01:17 ?        00:00:00 sshd: teresewang@pts/22
teresew+ 146399 146398  0 01:17 pts/22   00:00:00 -bash
root     146586      2  0 01:19 ?        00:00:00 [kworker/9:0]
root     146729      2  0 01:21 ?        00:00:00 [kworker/27:1]
root     147143      2  0 01:25 ?        00:00:00 [kworker/33:2]
root     147318      2  0 01:27 ?        00:00:00 [kworker/u545:0]
root     147320      2  0 01:27 ?        00:00:00 [kworker/u545:3]
root     147322      2  0 01:27 ?        00:00:00 [kworker/u546:3]
root     147336      2  0 01:28 ?        00:00:00 [kworker/u546:4]
root     147342      2  0 01:28 ?        00:00:00 [kworker/31:1]
root     147389      2  0 01:28 ?        00:00:00 [kworker/3:1]
root     147445      2  0 01:29 ?        00:00:00 [kworker/5:2]
root     147483      2  0 01:30 ?        00:00:00 [kworker/9:1]
root     147558      2  0 01:31 ?        00:00:00 [kworker/13:1]
klu      147781  85027  0 01:35 pts/7    00:00:00 vim client
teresew+ 147792 146399  0 01:35 pts/22   00:00:00 ps -ef
root     185416      2  0  2020 ?        00:00:00 [kworker/25:1H]
root     191347   1690  0 Jan18 ?        00:00:00 sshd: jmb [priv]
jmb      191357 191347  0 Jan18 ?        00:00:13 sshd: jmb
root     218735      2  0 Jan18 ?        00:00:01 [kworker/29:2]
root     219527      2  0 Jan18 ?        00:00:00 [kworker/24:0]
greenle+ 219907      1  0 Jan04 ?        00:08:41 tmux
greenle+ 219908 219907  0 Jan04 pts/5    00:00:00 -bash
root     219934      2  0 Jan18 ?        00:00:00 [kworker/46:1]
greenle+ 220047 219907  0 Jan04 pts/6    00:00:00 -bash
root     221561      2  0 Jan18 ?        00:00:02 [kworker/28:0]
root     221564      2  0 Jan18 ?        00:00:00 [kworker/38:1]
root     221570      2  0 Jan18 ?        00:00:04 [kworker/46:0]
root     221576      2  0 Jan18 ?        00:00:00 [kworker/44:0]
root     221577      2  0 Jan18 ?        00:00:00 [kworker/42:0]
root     221593      2  0 Jan18 ?        00:00:02 [kworker/47:2]
root     265278      2  0 Jan19 ?        00:00:02 [kworker/18:1]
root     268970      2  0 Jan19 ?        00:00:00 [kworker/41:2]
